,Organisation Name,City,County,Type & Rating,Route
28525,IGT UK Interactive Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28535,IGX Global Limited,London,,Worker (A rating),Skilled Worker
28536,IGX Global Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28539,IHI Europe Ltd.,London,,Worker (A rating),Skilled Worker
28540,IHI Europe Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28541,Ihle Violins Ltd,London,,Worker (A rating),Skilled Worker
28545,IHS Global Alliance Limited,London,,Worker (A rating),Skilled Worker
28546,IHS Global Alliance Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28551,IIJ Europe Limited,London,,Worker (A rating),Skilled Worker
28552,IIJ Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28553,Iino UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28554,IIT Software Limited,London,,Worker (A rating),Skilled Worker
28559,IJP CORPORATION LTD,London,,Worker (A rating),Skilled Worker
28561,IK Investment Partners,London,,Worker (A rating),Skilled Worker
28563,Ikawa Ltd,London,,Worker (A rating),Skilled Worker
28564,IKEA Ltd.,London,,Worker (A rating),Skilled Worker
28565,IKEA Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28568,Ikigai Data Ltd,London,Select One,Worker (A rating),Skilled Worker
28573,Ikon Arts Management,London,,Temporary Worker (A rating),Creative Worker
28576,Ikor PX Limited,London,,Worker (A rating),Skilled Worker
28577,Ikoyi London,London,,Worker (A rating),Skilled Worker
28582,Il Borro Tuscan Bistro Mayfair Ltd,London,,Worker (A rating),Skilled Worker
28585,IL Molino Limited,London,,Worker (A rating),Skilled Worker
28588,Iland Europe Limited,London,,Worker (A rating),Skilled Worker
28589,Iland Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28594,Ilford Cash & Carry Ltd,London,,Worker (A rating),Skilled Worker
28597,ILIAH MOTORS LTD,London,,Worker (A rating),Skilled Worker
28601,Illiquidx Limited,London,,Worker (A rating),Skilled Worker
28608,Illuminationworks Ltd,London,,Worker (A rating),Skilled Worker
28612,ILM Capital Limited,London,,Worker (A rating),Skilled Worker
28618,Ilus International UK Ltd,London,,Worker (A rating),Skilled Worker
28620,iM Global Partner UK,London,,Worker (A rating),Skilled Worker
28621,iM Global Partner UK,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28623,Ima6ine LTD,London,,Worker (A rating),Skilled Worker
28628,Image Analysis Ltd,London,,Worker (A rating),Skilled Worker
28629,Image Data Systems (UK) Ltd,London,,Worker (A rating),Skilled Worker
28630,Image Frame Investment (UK) Limited,London,,Worker (A rating),Skilled Worker
28631,Image Frame Investment (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28642,Imagine Mortgages Limited,London,,Worker (A rating),Skilled Worker
28643,"Imagine Software (UK), Ltd.",London,,Worker (A rating),Skilled Worker
28644,"Imagine Software (UK), Ltd.",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28645,Imagine World Limited,London,,Worker (A rating),Skilled Worker
28647,ImagineTEC Ltd,London,,Worker (A rating),Skilled Worker
28648,Imaging Partners Online,London,,Worker (A rating),Skilled Worker
28649,Imaging Partners Online,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28653,iManage EMEA Limited,London,,Worker (A rating),Skilled Worker
28654,iManage EMEA Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28655,Imanova Limited,London,,Worker (A rating),Skilled Worker
28657,IMAS Corporate Finance LLP,London,,Worker (A rating),Skilled Worker
28660,Imbil Consultancy Services Limited,London,,Worker (A rating),Skilled Worker
28661,Imburse Ltd,London,,Worker (A rating),Skilled Worker
28662,IMC (UK) Learning Limited,London,,Worker (A rating),Skilled Worker
28668,IMD Media Limited,London,,Worker (A rating),Skilled Worker
28669,IMD Media Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28670,IMD Technologies Ltd,London,Choose County,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28671,IMD Technologies Ltd,London,Choose County,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
28672,IMD Technologies Ltd,London,Choose County,Worker (A rating),Skilled Worker
28679,IMG Artists (UK) Ltd,London,,Worker (A rating),Skilled Worker
28680,IMG Artists (UK) Ltd,London,,Temporary Worker (A rating),Creative Worker
28681,IMG Media Limited,London,,Worker (A rating),Skilled Worker
28682,IMG Media Limited,London,,Temporary Worker (A rating),Creative Worker
28683,IMG Media Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28689,Imitate Modern,London,,Worker (A rating),Skilled Worker
28691,Imkaan,London,London,Worker (A rating),Skilled Worker
28692,Imli Limited t/a Tamarind Kitchen,London,,Worker (A rating),Skilled Worker
28699,Immediate Media Company Limited,London,,Worker (A rating),Skilled Worker
28700,Immediate Media Company Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28701,Immediate Media Company Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
28702,IMMEDIATE MEDICAL SOLUTIONS LTD.,London,,Worker (A rating),Skilled Worker
28704,Immerse Learning Limited,London,,Worker (A rating),Skilled Worker
28706,Immersive Group Gaming Ltd,London,England,Worker (A rating),Skilled Worker
28708,immersive multimedia experiences Ltd,London,London,Worker (A rating),Skilled Worker
28710,Immigration And Nationality Services Ltd,London,,Worker (A rating),Skilled Worker
28711,Immigration Law Ltd,London,,Worker (A rating),Skilled Worker
28712,Immigration Tax Partners Ltd,London,,Worker (A rating),Skilled Worker
28714,IMMO Investment Technologies UK Ltd,London,,Worker (A rating),Skilled Worker
28715,Immobel Capital Partners Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28716,Immobel Capital Partners Ltd,London,,Worker (A rating),Skilled Worker
28729,Impact Cubed Data Analytics Limited,London,,Worker (A rating),Skilled Worker
28730,Impact Cubed Limited,London,,Worker (A rating),Skilled Worker
28731,Impact Cubed LLP,London,,Worker (A rating),Skilled Worker
28734,Impact Investment Partners LLP,London,,Worker (A rating),Skilled Worker
28739,Impact Radius Ltd,London,,Worker (A rating),Skilled Worker
28740,Impact Radius Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28745,Impala Travel Technology Ltd,London,,Worker (A rating),Skilled Worker
28746,Imparta Ltd,London,,Worker (A rating),Skilled Worker
28748,Impax Asset Management Group plc,London,,Worker (A rating),Skilled Worker
28749,Impax Asset Management Group plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28750,Impeccable Healthcare Services Limited,London,,Worker (A rating),Skilled Worker
28752,Impellity Limited,London,,Worker (A rating),Skilled Worker
28753,Imperial & Legal Limited,London,,Worker (A rating),Skilled Worker
28755,Imperial Advisory LTD,London,,Worker (A rating),Skilled Worker
28757,IMPERIAL BIOSCIENCE LTD,London,,Worker (A rating),Skilled Worker
28758,Imperial Capital (International) LLP,London,,Worker (A rating),Skilled Worker
28759,Imperial Capital (International) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28763,imperial college dental practice,London,,Worker (A rating),Skilled Worker
28764,Imperial College Healthcare NHS Trust,London,,Worker (A rating),Skilled Worker
28765,Imperial College London (HR),London,,Worker (A (SME+)),Skilled Worker
28766,Imperial College London (HR),London,,Temporary Worker (A (SME+)),Government Authorised Exchange
28767,Imperial Corporate Capital PLC,London,,Worker (A rating),Skilled Worker
28768,Imperial Fast Food Distribution Ltd,London,,Worker (A rating),Skilled Worker
28772,Imperial Learning Ltd,London,,Worker (A rating),Skilled Worker
28773,Imperial London Hotels Group Limited,London,,Worker (A rating),Skilled Worker
28776,Imperial Recruitment Agency Ltd,London,,Worker (A rating),Skilled Worker
28782,"Imperial Treasure (UK) Co., Limited",London,,Worker (A rating),Skilled Worker
28785,IMPERIUM DRIVE LTD,London,,Worker (A rating),Skilled Worker
28787,Imperium Investments Ltd,London,,Worker (A rating),Skilled Worker
28788,Impero Design Ltd,London,,Worker (A rating),Skilled Worker
28789,IMPERVA UK LIMITED,London,,Worker (A rating),Skilled Worker
28790,IMPERVA UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28794,Imply Data UK Limited,London,,Worker (A rating),Skilled Worker
28795,Imply Data UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28796,Imporient (UK) Limited,London,,Worker (A rating),Skilled Worker
28797,Import.io Ltd,London,,Worker (A rating),Skilled Worker
28801,IMPRESS: The Independent Monitor for the Press,London,,Worker (A rating),Skilled Worker
28805,Impression Venue Ltd T/A Impression Events Venue,London,,Worker (A rating),Skilled Worker
28807,Improbable Worlds Ltd,London,,Worker (A rating),Skilled Worker
28808,Improbable Worlds Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28809,ImproveWell LTD,London,,Worker (A rating),Skilled Worker
28810,Impulse Innovations Limited,London,London,Worker (A rating),Skilled Worker
28811,IMR Education Ltd,London,,Worker (A rating),Skilled Worker
28827,In Good Company Brewing Limited,London,,Worker (A rating),Skilled Worker
28829,In Practice Systems Ltd,London,,Worker (A rating),Skilled Worker
28830,In Practice Systems Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28832,In the Dark Productions,London,,Worker (A rating),Skilled Worker
28838,Inatech Europe Ltd,London,,Worker (A rating),Skilled Worker
28839,Inatech Europe Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28840,INAYATBDV LTD,London,,Worker (A rating),Skilled Worker
28845,Incabell Ltd,London,,Worker (A rating),Skilled Worker
28847,Incard ltd,London,,Worker (A rating),Skilled Worker
28848,Ince Gordon Dadds LLP,London,,Worker (A rating),Skilled Worker
28849,Ince Gordon Dadds LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28854,INCEPTEO LTD,London,,Worker (A rating),Skilled Worker
28855,Inchcape Management (Services) Limited,London,,Worker (A rating),Skilled Worker
28856,Inchcape Management (Services) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28859,Inchcape Shipping Services UK Limited,London,,Worker (A rating),Skilled Worker
28860,Inchcape Shipping Services UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28862,Incipio Group Ltd,London,,Worker (A rating),Skilled Worker
28863,Incite Marketing Planning Ltd,London,,Worker (A rating),Skilled Worker
28864,Incite Marketing Planning Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28866,INCLINE CREATIVE LTD,London,London,Worker (A rating),Skilled Worker
28867,InCloudCounsel Limited,London,,Worker (A rating),Skilled Worker
28868,InCloudCounsel Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28869,Inclusion International,London,,Worker (A rating),Skilled Worker
28870,Inclusion International,London,,Temporary Worker (A rating),Charity Worker
28871,Inclusive Finance  Limited,London,London,Worker (A rating),Skilled Worker
28874,InContext Solutions Limited,London,,Worker (A rating),Skilled Worker
28875,InContext Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28877,Incopro Limited,London,,Worker (A rating),Skilled Worker
28878,Incopro Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28879,Incopro Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
28883,Incredible Technologies Limited,London,,Worker (A rating),Skilled Worker
28886,InCrowd Sports,London,City of London,Worker (A rating),Skilled Worker
28887,Incubeta UK Ltd,London,,Worker (A rating),Skilled Worker
28888,Incubit Limited,London,,Worker (A rating),Skilled Worker
28890,Indaba Yoga,London,,Worker (A rating),International Sportsperson
28891,Indagate Group Ltd,London,,Worker (A rating),Skilled Worker
28894,Indeed UK Operations Limited,London,,Worker (A rating),Skilled Worker
28895,Indeed UK Operations Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28896,Indegene Private Limited,London,,Worker (A rating),Skilled Worker
28897,Indegene Private Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28900,Independent Audit Limited,London,,Worker (A rating),Skilled Worker
28902,Independent Dance,London,,Temporary Worker (A rating),Creative Worker
28904,Independent Digital News and Media Limited,London,,Worker (A rating),Skilled Worker
28905,Independent Educational Association Ltd,London,,Worker (A rating),Skilled Worker
28906,Independent Educational Association Ltd,London,,Temporary Worker (A rating),Charity Worker
28908,Independent Films,London,,Temporary Worker (A rating),Creative Worker
28909,Independent Franchise Partners LLP,London,"London,City of",Worker (A rating),Skilled Worker
28910,Independent Jewish School Day School,London,,Worker (A rating),Skilled Worker
28911,Independent Jewish School Day School,London,,Temporary Worker (A rating),Charity Worker
28913,Independent Maritime Advisors LTD,London,,Worker (A rating),Skilled Worker
28915,Independent Print Limited,London,,Worker (A rating),Skilled Worker
28918,Independent Social Research Foundation,London,,Worker (A rating),Skilled Worker
28921,Independent Television News Limited,London,,Worker (A rating),Skilled Worker
28927,Index Exchange Limited,London,,Worker (A rating),Skilled Worker
28928,Index Exchange Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28929,Index Ventures (UK) LLP,London,,Worker (A rating),Skilled Worker
28930,Index Ventures (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28932,India Eateries Limited T/A Saravanaa Bhavan,London,,Worker (A rating),Skilled Worker
28933,India Eateries Limited T/A Saravanaa Bhavan,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28934,India Inc. Limited,London,,Worker (A rating),Skilled Worker
28950,Indian Cuisine Limited t/a Tamarind of Mayfair,London,,Worker (A rating),Skilled Worker
28962,Indian Rasoi Limited T/A Indian Rasoi,London,,Worker (A rating),Skilled Worker
28971,Indian Zing Ltd,London,,Worker (A rating),Skilled Worker
28975,Indie Design London Limited,London,,Worker (A rating),Skilled Worker
28976,Indigo Consulting  London Limited,London,,Worker (A rating),Skilled Worker
28977,Indigo Consulting  London Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28978,INDIGO FOOD SERVICE LTD,London,,Worker (A rating),Skilled Worker
28982,Indigofera PR Ltd,London,,Worker (A rating),Skilled Worker
28994,Indometal (London) Limited,London,,Worker (A rating),Skilled Worker
28995,Indometal (London) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28997,Indonesian Embassy,London,,Temporary Worker (A rating),International Agreement
29003,Induction Healthcare (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
